,Aggravated assault,Burglary,Counties/principal cities,Larceny,Motor vehicle theft,Murder and nonnegligent manslaughter,Population,Property crime,Rape,Robbery,Violent crime,counties,msa_label,msa_pop,year
125,215.0,436.0,City of Binghamton,1306.0,102.0,4.0,45780.0,1844.0,41.0,93.0,353.0,Includes Broome and Tioga Counties,"Binghamton, NY M.S.A.",243328,2016
126,398.0,1066.0,Total area actually reporting,3890.0,209.0,6.0,99.7,5165.0,153.0,146.0,703.0,Includes Broome and Tioga Counties,"Binghamton, NY M.S.A.",243328,2016
127,399.0,1068.0,Estimated total,3900.0,209.0,6.0,100.0,5177.0,153.0,146.0,704.0,Includes Broome and Tioga Counties,"Binghamton, NY M.S.A.",243328,2016
128,164.0,438.9,"Rate per 100,000 inhabitants",1602.8,85.9,2.5,,2127.6,62.9,60.0,289.3,Includes Broome and Tioga Counties,"Binghamton, NY M.S.A.",243328,2016
129,146.0,468.0,City of Bismarck,1715.0,289.0,2.0,73248.0,2472.0,35.0,29.0,212.0,"Includes Burleigh, Morton, Oliver, and Sioux Counties","Bismarck, ND M.S.A.",129489,2016
130,281.0,704.0,Total area actually reporting,2523.0,449.0,3.0,100.0,3676.0,62.0,34.0,380.0,"Includes Burleigh, Morton, Oliver, and Sioux Counties","Bismarck, ND M.S.A.",129489,2016
131,217.0,543.7,"Rate per 100,000 inhabitants",1948.4,346.7,2.3,,2838.9,47.9,26.3,293.5,"Includes Burleigh, Morton, Oliver, and Sioux Counties","Bismarck, ND M.S.A.",129489,2016
132,21.0,62.0,City of Blacksburg,333.0,14.0,0.0,44528.0,409.0,19.0,3.0,43.0,"Includes Floyd, Giles, Montgomery, and Pulaski Counties and Radford City","Blacksburg-Christiansburg-Radford, VA M.S.A.",181407,2016
133,20.0,62.0,City of Christiansburg,505.0,8.0,0.0,22134.0,575.0,12.0,3.0,35.0,"Includes Floyd, Giles, Montgomery, and Pulaski Counties and Radford City","Blacksburg-Christiansburg-Radford, VA M.S.A.",181407,2016
134,52.0,60.0,City of Radford,244.0,12.0,1.0,17504.0,316.0,22.0,8.0,83.0,"Includes Floyd, Giles, Montgomery, and Pulaski Counties and Radford City","Blacksburg-Christiansburg-Radford, VA M.S.A.",181407,2016
135,212.0,470.0,Total area actually reporting,2474.0,107.0,5.0,100.0,3051.0,115.0,27.0,359.0,"Includes Floyd, Giles, Montgomery, and Pulaski Counties and Radford City","Blacksburg-Christiansburg-Radford, VA M.S.A.",181407,2016
136,116.9,259.1,"Rate per 100,000 inhabitants",1363.8,59.0,2.8,,1681.9,63.4,14.9,197.9,"Includes Floyd, Giles, Montgomery, and Pulaski Counties and Radford City","Blacksburg-Christiansburg-Radford, VA M.S.A.",181407,2016
137,206.0,224.0,City of Bloomington,1064.0,59.0,0.0,78604.0,1347.0,42.0,59.0,307.0,Includes DeWitt and McLean Counties,"Bloomington, IL M.S.A.",189092,2016
138,320.0,464.0,Total area actually reporting,2163.0,93.0,3.0,94.7,2720.0,89.0,91.0,503.0,Includes DeWitt and McLean Counties,"Bloomington, IL M.S.A.",189092,2016
139,332.0,491.0,Estimated total,2297.0,102.0,3.0,100.0,2890.0,92.0,97.0,524.0,Includes DeWitt and McLean Counties,"Bloomington, IL M.S.A.",189092,2016
140,175.6,259.7,"Rate per 100,000 inhabitants",1214.8,53.9,1.6,,1528.4,48.7,51.3,277.1,Includes DeWitt and McLean Counties,"Bloomington, IL M.S.A.",189092,2016
141,260.0,546.0,City of Bloomington,2011.0,146.0,2.0,84772.0,2703.0,46.0,70.0,378.0,Includes Monroe and Owen Counties,"Bloomington, IN M.S.A.",166354,2016
142,335.0,773.0,Total area actually reporting,2950.0,244.0,4.0,87.6,3967.0,71.0,81.0,491.0,Includes Monroe and Owen Counties,"Bloomington, IN M.S.A.",166354,2016
143,355.0,833.0,Estimated total,3106.0,268.0,5.0,100.0,4207.0,75.0,85.0,520.0,Includes Monroe and Owen Counties,"Bloomington, IN M.S.A.",166354,2016
144,213.4,500.7,"Rate per 100,000 inhabitants",1867.1,161.1,3.0,,2528.9,45.1,51.1,312.6,Includes Monroe and Owen Counties,"Bloomington, IN M.S.A.",166354,2016
145,457.0,732.0,City of Boise,4066.0,336.0,6.0,220749.0,5134.0,143.0,51.0,657.0,"Includes Ada, Boise, Canyon, Gem, and Owyhee Counties","Boise City, ID M.S.A.",693703,2016
146,1224.0,2193.0,Total area actually reporting,9139.0,950.0,17.0,100.0,12282.0,349.0,103.0,1693.0,"Includes Ada, Boise, Canyon, Gem, and Owyhee Counties","Boise City, ID M.S.A.",693703,2016
147,176.4,316.1,"Rate per 100,000 inhabitants",1317.4,136.9,2.5,,1770.5,50.3,14.8,244.1,"Includes Ada, Boise, Canyon, Gem, and Owyhee Counties","Boise City, ID M.S.A.",693703,2016
148,2910.0,1837.0,"City of Boston, MA",11429.0,1223.0,49.0,673880.0,14489.0,278.0,1530.0,4767.0,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
149,188.0,326.0,"City of Cambridge, MA",1924.0,119.0,2.0,111030.0,2369.0,28.0,76.0,294.0,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
150,32.0,80.0,"City of Newton, MA",544.0,18.0,0.0,89116.0,642.0,3.0,11.0,46.0,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
151,185.0,122.0,"City of Framingham, MA",655.0,54.0,0.0,71422.0,831.0,8.0,18.0,211.0,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
152,78.0,109.0,"City of Waltham, MA",550.0,29.0,1.0,63613.0,688.0,12.0,8.0,99.0,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
153,,9496.0,Total area actually reporting,51258.0,5074.0,88.0,98.0,65828.0,1263.0,3399.0,,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
154,,9729.0,Estimated total,52254.0,5170.0,89.0,100.0,67153.0,1291.0,3445.0,,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
155,,202.7,"Rate per 100,000 inhabitants",1088.9,107.7,1.9,,1399.4,26.9,71.8,,"Includes the Metropolitan Divisions of Boston, MA; Cambridge-Newton-Framingham, MA; and Rockingham County-Strafford County, NH","Boston-Cambridge-Newton, MA-NH M.S.A.4",4798657,2016
156,,4471.0,Total area actually reporting,24142.0,2357.0,58.0,95.7,30970.0,632.0,2260.0,,"Includes Norfolk, Plymouth, and Suffolk Counties","Boston, MA M.D.4",1994514,2016
157,,4682.0,Estimated total,25032.0,2444.0,59.0,100.0,32158.0,657.0,2302.0,,"Includes Norfolk, Plymouth, and Suffolk Counties","Boston, MA M.D.4",1994514,2016
158,,234.7,"Rate per 100,000 inhabitants",1255.0,122.5,3.0,,1612.3,32.9,115.4,,"Includes Norfolk, Plymouth, and Suffolk Counties","Boston, MA M.D.4",1994514,2016
159,4026.0,4291.0,Total area actually reporting,22354.0,2452.0,25.0,99.7,29097.0,451.0,1060.0,5562.0,Includes Essex and Middlesex Counties,"Cambridge-Newton-Framingham, MA M.D.",2373065,2016
160,4041.0,4308.0,Estimated total,22426.0,2459.0,25.0,100.0,29193.0,453.0,1063.0,5582.0,Includes Essex and Middlesex Counties,"Cambridge-Newton-Framingham, MA M.D.",2373065,2016
161,170.3,181.5,"Rate per 100,000 inhabitants",945.0,103.6,1.1,,1230.2,19.1,44.8,235.2,Includes Essex and Middlesex Counties,"Cambridge-Newton-Framingham, MA M.D.",2373065,2016
162,368.0,734.0,Total area actually reporting,4762.0,265.0,5.0,99.2,5761.0,180.0,79.0,632.0,Includes Rockingham and Strafford Counties,"Rockingham County-Strafford County, NH M.D.",431078,2016
163,371.0,739.0,Estimated total,4796.0,267.0,5.0,100.0,5802.0,181.0,80.0,637.0,Includes Rockingham and Strafford Counties,"Rockingham County-Strafford County, NH M.D.",431078,2016
164,86.1,171.4,"Rate per 100,000 inhabitants",1112.6,61.9,1.2,,1345.9,42.0,18.6,147.8,Includes Rockingham and Strafford Counties,"Rockingham County-Strafford County, NH M.D.",431078,2016
165,176.0,559.0,City of Boulder,2497.0,219.0,0.0,109189.0,3275.0,52.0,30.0,258.0,Includes Boulder County,"Boulder, CO M.S.A.",324108,2016
166,461.0,1128.0,Total area actually reporting,5875.0,498.0,1.0,100.0,7501.0,222.0,82.0,766.0,Includes Boulder County,"Boulder, CO M.S.A.",324108,2016
167,142.2,348.0,"Rate per 100,000 inhabitants",1812.7,153.7,0.3,,2314.4,68.5,25.3,236.3,Includes Boulder County,"Boulder, CO M.S.A.",324108,2016
168,64.0,379.0,City of Bowling Green,2236.0,158.0,4.0,64561.0,2773.0,51.0,85.0,204.0,"Includes Allen, Butler, Edmonson, and Warren Counties","Bowling Green, KY M.S.A.",170204,2016
169,109.0,691.0,Total area actually reporting,2740.0,233.0,6.0,100.0,3664.0,74.0,91.0,280.0,"Includes Allen, Butler, Edmonson, and Warren Counties","Bowling Green, KY M.S.A.",170204,2016
170,64.0,406.0,"Rate per 100,000 inhabitants",1609.8,136.9,3.5,,2152.7,43.5,53.5,164.5,"Includes Allen, Butler, Edmonson, and Warren Counties","Bowling Green, KY M.S.A.",170204,2016
171,131.0,257.0,City of Bremerton,1159.0,160.0,0.0,39862.0,1576.0,29.0,38.0,198.0,Includes Kitsap County,"Bremerton-Silverdale, WA M.S.A.",262877,2016
172,474.0,1458.0,Total area actually reporting,5000.0,535.0,1.0,100.0,6993.0,112.0,93.0,680.0,Includes Kitsap County,"Bremerton-Silverdale, WA M.S.A.",262877,2016
173,180.3,554.6,"Rate per 100,000 inhabitants",1902.0,203.5,0.4,,2660.2,42.6,35.4,258.7,Includes Kitsap County,"Bremerton-Silverdale, WA M.S.A.",262877,2016
174,595.0,667.0,City of Bridgeport,1857.0,734.0,10.0,148180.0,3258.0,69.0,441.0,1115.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
175,201.0,268.0,City of Stamford,1613.0,192.0,2.0,130116.0,2073.0,29.0,119.0,351.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
176,211.0,239.0,City of Norwalk,1034.0,154.0,1.0,88989.0,1427.0,18.0,65.0,295.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
177,56.0,168.0,City of Danbury,1056.0,139.0,0.0,85335.0,1363.0,30.0,75.0,161.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
178,27.0,177.0,City of Stratford,867.0,116.0,0.0,52841.0,1160.0,6.0,34.0,67.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
179,1161.0,2137.0,Total area actually reporting,9686.0,1600.0,14.0,100.0,13423.0,175.0,801.0,2151.0,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
180,124.0,228.3,"Rate per 100,000 inhabitants",1034.8,170.9,1.5,,1434.1,18.7,85.6,229.8,Includes Fairfield County,"Bridgeport-Stamford-Norwalk, CT M.S.A.",935988,2016
181,264.0,917.0,City of Brownsville,4960.0,151.0,4.0,185583.0,6028.0,50.0,130.0,448.0,Includes Cameron County,"Brownsville-Harlingen, TX M.S.A.",423865,2016
182,186.0,503.0,City of Harlingen,2018.0,69.0,2.0,65913.0,2590.0,35.0,58.0,281.0,Includes Cameron County,"Brownsville-Harlingen, TX M.S.A.",423865,2016
183,1174.0,2116.0,Total area actually reporting,9654.0,331.0,8.0,100.0,12101.0,201.0,224.0,1607.0,Includes Cameron County,"Brownsville-Harlingen, TX M.S.A.",423865,2016
184,277.0,499.2,"Rate per 100,000 inhabitants",2277.6,78.1,1.9,,2854.9,47.4,52.8,379.1,Includes Cameron County,"Brownsville-Harlingen, TX M.S.A.",423865,2016
185,120.0,196.0,City of Brunswick,528.0,51.0,3.0,16309.0,775.0,5.0,36.0,164.0,"Includes Brantley, Glynn, and McIntosh Counties","Brunswick, GA M.S.A.",116597,2016
186,317.0,850.0,Total area actually reporting,2470.0,200.0,5.0,100.0,3520.0,27.0,85.0,434.0,"Includes Brantley, Glynn, and McIntosh Counties","Brunswick, GA M.S.A.",116597,2016
187,271.9,729.0,"Rate per 100,000 inhabitants",2118.4,171.5,4.3,,3018.9,23.2,72.9,372.2,"Includes Brantley, Glynn, and McIntosh Counties","Brunswick, GA M.S.A.",116597,2016
188,1611.0,2631.0,City of Buffalo,7133.0,835.0,44.0,257446.0,10599.0,153.0,1049.0,2857.0,Includes Erie and Niagara Counties,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1127663,2016
189,89.0,280.0,City of Cheektowaga Town,2128.0,115.0,2.0,78100.0,2523.0,22.0,68.0,181.0,Includes Erie and Niagara Counties,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1127663,2016
190,349.0,551.0,City of Niagara Falls,1665.0,186.0,3.0,48675.0,2402.0,14.0,199.0,565.0,Includes Erie and Niagara Counties,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1127663,2016
191,2641.0,5206.0,Total area actually reporting,20555.0,1499.0,55.0,100.0,27260.0,373.0,1566.0,4635.0,Includes Erie and Niagara Counties,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1127663,2016
192,234.2,461.7,"Rate per 100,000 inhabitants",1822.8,132.9,4.9,,2417.4,33.1,138.9,411.0,Includes Erie and Niagara Counties,"Buffalo-Cheektowaga-Niagara Falls, NY M.S.A.",1127663,2016
193,300.0,430.0,City of Burlington,1309.0,94.0,6.0,52760.0,1833.0,15.0,71.0,392.0,Includes Alamance County,"Burlington, NC M.S.A.",159667,2016
194,487.0,985.0,Total area actually reporting,2570.0,189.0,11.0,100.0,3744.0,28.0,99.0,625.0,Includes Alamance County,"Burlington, NC M.S.A.",159667,2016
195,305.0,616.9,"Rate per 100,000 inhabitants",1609.6,118.4,6.9,,2344.9,17.5,62.0,391.4,Includes Alamance County,"Burlington, NC M.S.A.",159667,2016
196,166.0,413.0,Total area actually reporting,1591.0,71.0,2.0,100.0,2075.0,28.0,31.0,227.0,Includes St. Mary's County,"California-Lexington Park, MD M.S.A.",111930,2016
197,148.3,369.0,"Rate per 100,000 inhabitants",1421.4,63.4,1.8,,1853.8,25.0,27.7,202.8,Includes St. Mary's County,"California-Lexington Park, MD M.S.A.",111930,2016
198,172.0,632.0,City of Cape Coral,2286.0,163.0,5.0,179631.0,3081.0,16.0,31.0,224.0,Includes Lee County,"Cape Coral-Fort Myers, FL M.S.A.",720949,2016
199,716.0,354.0,City of Fort Myers,1589.0,220.0,15.0,76579.0,2163.0,55.0,161.0,947.0,Includes Lee County,"Cape Coral-Fort Myers, FL M.S.A.",720949,2016
200,1827.0,2459.0,Total area actually reporting,8359.0,819.0,41.0,100.0,11637.0,249.0,445.0,2562.0,Includes Lee County,"Cape Coral-Fort Myers, FL M.S.A.",720949,2016
201,253.4,341.1,"Rate per 100,000 inhabitants",1159.4,113.6,5.7,,1614.1,34.5,61.7,355.4,Includes Lee County,"Cape Coral-Fort Myers, FL M.S.A.",720949,2016
202,167.0,227.0,"City of Cape Girardeau, MO",1332.0,69.0,5.0,39738.0,1628.0,10.0,54.0,236.0,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO","Cape Girardeau, MO-IL M.S.A.",97631,2016
203,370.0,396.0,Total area actually reporting,1841.0,105.0,6.0,100.0,2342.0,21.0,72.0,469.0,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO","Cape Girardeau, MO-IL M.S.A.",97631,2016
204,379.0,405.6,"Rate per 100,000 inhabitants",1885.7,107.5,6.1,,2398.8,21.5,73.7,480.4,"Includes Alexander County, IL and Bollinger and Cape Girardeau Counties, MO","Cape Girardeau, MO-IL M.S.A.",97631,2016
205,133.0,211.0,Total area actually reporting,698.0,86.0,1.0,100.0,995.0,3.0,20.0,157.0,Includes Carson City,"Carson City, NV M.S.A.",54605,2016
206,243.6,386.4,"Rate per 100,000 inhabitants",1278.3,157.5,1.8,,1822.2,5.5,36.6,287.5,Includes Carson City,"Carson City, NV M.S.A.",54605,2016
207,61.0,255.0,City of Casper,1297.0,117.0,0.0,61343.0,1669.0,2.0,7.0,70.0,Includes Natrona County,"Casper, WY M.S.A.",82870,2016
208,133.0,389.0,Total area actually reporting,1535.0,157.0,0.0,100.0,2081.0,23.0,12.0,168.0,Includes Natrona County,"Casper, WY M.S.A.",82870,2016
209,160.5,469.4,"Rate per 100,000 inhabitants",1852.3,189.5,0.0,,2511.2,27.8,14.5,202.7,Includes Natrona County,"Casper, WY M.S.A.",82870,2016
210,216.0,995.0,City of Cedar Rapids,3670.0,354.0,4.0,131181.0,5019.0,67.0,100.0,387.0,"Includes Benton, Jones, and Linn Counties","Cedar Rapids, IA M.S.A.4",267187,2016
211,351.0,,Total area actually reporting,4512.0,456.0,5.0,94.9,,96.0,114.0,566.0,"Includes Benton, Jones, and Linn Counties","Cedar Rapids, IA M.S.A.4",267187,2016
212,369.0,,Estimated total,4587.0,468.0,5.0,100.0,,100.0,115.0,589.0,"Includes Benton, Jones, and Linn Counties","Cedar Rapids, IA M.S.A.4",267187,2016
213,138.1,,"Rate per 100,000 inhabitants",1716.8,175.2,1.9,,,37.4,43.0,220.4,"Includes Benton, Jones, and Linn Counties","Cedar Rapids, IA M.S.A.4",267187,2016
214,44.0,83.0,City of Chambersburg,527.0,20.0,2.0,20770.0,630.0,14.0,27.0,87.0,Includes Franklin County,"Chambersburg-Waynesboro, PA M.S.A.",153940,2016
215,11.0,43.0,City of Waynesboro,211.0,12.0,6.0,10902.0,266.0,6.0,6.0,29.0,Includes Franklin County,"Chambersburg-Waynesboro, PA M.S.A.",153940,2016
216,100.0,444.0,Total area actually reporting,1763.0,74.0,13.0,100.0,2281.0,52.0,56.0,221.0,Includes Franklin County,"Chambersburg-Waynesboro, PA M.S.A.",153940,2016
217,65.0,288.4,"Rate per 100,000 inhabitants",1145.3,48.1,8.4,,1481.7,33.8,36.4,143.6,Includes Franklin County,"Chambersburg-Waynesboro, PA M.S.A.",153940,2016
218,457.0,728.0,City of Champaign,1979.0,131.0,3.0,87071.0,2838.0,41.0,124.0,625.0,"Includes Champaign, Ford, and Piatt Counties","Champaign-Urbana, IL M.S.A.",239184,2016
219,79.0,327.0,City of Urbana,1185.0,31.0,4.0,42461.0,1543.0,25.0,54.0,162.0,"Includes Champaign, Ford, and Piatt Counties","Champaign-Urbana, IL M.S.A.",239184,2016
220,698.0,1506.0,Total area actually reporting,4367.0,235.0,11.0,99.0,6108.0,125.0,214.0,1048.0,"Includes Champaign, Ford, and Piatt Counties","Champaign-Urbana, IL M.S.A.",239184,2016
221,701.0,1512.0,Estimated total,4398.0,237.0,11.0,100.0,6147.0,126.0,215.0,1053.0,"Includes Champaign, Ford, and Piatt Counties","Champaign-Urbana, IL M.S.A.",239184,2016
222,293.1,632.1,"Rate per 100,000 inhabitants",1838.8,99.1,4.6,,2570.0,52.7,89.9,440.2,"Includes Champaign, Ford, and Piatt Counties","Champaign-Urbana, IL M.S.A.",239184,2016
223,566.0,947.0,City of Charleston,2694.0,298.0,13.0,49429.0,3939.0,36.0,152.0,767.0,"Includes Boone, Clay, and Kanawha Counties","Charleston, WV M.S.A.",218036,2016
224,981.0,2061.0,Total area actually reporting,5708.0,816.0,17.0,91.6,8585.0,90.0,205.0,1293.0,"Includes Boone, Clay, and Kanawha Counties","Charleston, WV M.S.A.",218036,2016
225,1018.0,2157.0,Estimated total,6052.0,847.0,17.0,100.0,9056.0,96.0,210.0,1341.0,"Includes Boone, Clay, and Kanawha Counties","Charleston, WV M.S.A.",218036,2016
226,466.9,989.3,"Rate per 100,000 inhabitants",2775.7,388.5,7.8,,4153.4,44.0,96.3,615.0,"Includes Boone, Clay, and Kanawha Counties","Charleston, WV M.S.A.",218036,2016
227,246.0,417.0,City of Charleston,2681.0,261.0,11.0,135153.0,3359.0,44.0,107.0,408.0,"Includes Berkeley, Charleston, and Dorchester Counties","Charleston-North Charleston, SC M.S.A.",762454,2016
228,579.0,918.0,City of North Charleston,4655.0,645.0,32.0,110490.0,6218.0,89.0,293.0,993.0,"Includes Berkeley, Charleston, and Dorchester Counties","Charleston-North Charleston, SC M.S.A.",762454,2016
229,2181.0,3651.0,Total area actually reporting,15963.0,1952.0,72.0,99.5,21566.0,250.0,667.0,3170.0,"Includes Berkeley, Charleston, and Dorchester Counties","Charleston-North Charleston, SC M.S.A.",762454,2016
230,2194.0,3670.0,Estimated total,16068.0,1961.0,72.0,100.0,21699.0,252.0,670.0,3188.0,"Includes Berkeley, Charleston, and Dorchester Counties","Charleston-North Charleston, SC M.S.A.",762454,2016
231,287.8,481.3,"Rate per 100,000 inhabitants",2107.4,257.2,9.4,,2845.9,33.1,87.9,418.1,"Includes Berkeley, Charleston, and Dorchester Counties","Charleston-North Charleston, SC M.S.A.",762454,2016
232,165.0,170.0,City of Charlottesville,983.0,75.0,1.0,46979.0,1228.0,36.0,43.0,245.0,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City","Charlottesville, VA M.S.A.",230398,2016
233,285.0,446.0,Total area actually reporting,2738.0,185.0,3.0,100.0,3369.0,89.0,80.0,457.0,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City","Charlottesville, VA M.S.A.",230398,2016
234,123.7,193.6,"Rate per 100,000 inhabitants",1188.4,80.3,1.3,,1462.3,38.6,34.7,198.4,"Includes Albemarle, Buckingham, Fluvanna, Greene, and Nelson Counties and Charlottesville City","Charlottesville, VA M.S.A.",230398,2016
235,1307.0,1570.0,"City of Chattanooga, TN",7122.0,1060.0,26.0,177801.0,9752.0,111.0,375.0,1819.0,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN","Chattanooga, TN-GA M.S.A.",551407,2016
236,2205.0,3081.0,Total area actually reporting,12685.0,1810.0,32.0,97.5,17576.0,208.0,493.0,2938.0,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN","Chattanooga, TN-GA M.S.A.",551407,2016
237,2232.0,3160.0,Estimated total,12921.0,1845.0,33.0,100.0,17926.0,211.0,506.0,2982.0,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN","Chattanooga, TN-GA M.S.A.",551407,2016
238,404.8,573.1,"Rate per 100,000 inhabitants",2343.3,334.6,6.0,,3251.0,38.3,91.8,540.8,"Includes Catoosa, Dade, and Walker Counties, GA and Hamilton, Marion, and Sequatchie Counties, TN","Chattanooga, TN-GA M.S.A.",551407,2016
239,126.0,356.0,City of Cheyenne,1873.0,198.0,5.0,64046.0,2427.0,26.0,15.0,172.0,Includes Laramie County,"Cheyenne, WY M.S.A.",97275,2016
